	CTX-M-130	CTX-M-121	CTX-M-155	CTX-M-42	CTX-M-112	CTX-M-50	CTX-M-24	CTX-M-19	CTX-M-38	CTX-M-58	CTX-M-56	CTX-M-88	CTX-M-126	CTX-M-107	CTX-M-11	CTX-M-125	CTX-M-101	CTX-M-36	CTX-M-35	CTX-M-159	CTX-M-151	CTX-M-25	CTX-M-147	CTX-M-1	CTX-M-94	CTX-M-30	CTX-M-76	CTX-M-69	CTX-M-9	CTX-M-82	CTX-M-47	CTX-M-117	CTX-M-41	CTX-M-20	CTX-M-122	CTX-M-34	CTX-M-65	CTX-M-137	CTX-M-123	CTX-M-40	CTX-M-98	CTX-M-49	CTX-M-81	CTX-M-100	CTX-M-8	CTX-M-48	CTX-M-55	CTX-M-31	CTX-M-87	CTX-M-158	CTX-M-68	CTX-M-102	CTX-M-14	CTX-M-108	CTX-M-142	CTX-M-99	CTX-M-131	CTX-M-93	CTX-M-139	CTX-M-113	CTX-M-77	CTX-M-61	CTX-M-4	CTX-M-86	CTX-M-54	CTX-M-22	CTX-M-114	CTX-M-141	CTX-M-7	CTX-M-21	CTX-M-64	CTX-M-124	CTX-M-39	CTX-M-105	CTX-M-28	CTX-M-6	CTX-M-33	CTX-M-96	CTX-M-157	CTX-M-46	CTX-M-67	CTX-M-110	CTX-M-109	CTX-M-80	CTX-M-85	CTX-M-3	CTX-M-52	CTX-M-132	CTX-M-26	CTX-M-60	CTX-M-92	CTX-M-74	CTX-M-103	CTX-M-13	CTX-M-78	CTX-M-44	CTX-M-63	CTX-M-32	CTX-M-84	CTX-M-16	CTX-M-152	CTX-M-156	CTX-M-95	CTX-M-71	CTX-M-53	CTX-M-2	CTX-M-79	CTX-M-5	CTX-M-90	CTX-M-66	CTX-M-45	CTX-M-23	CTX-M-144	CTX-M-115	CTX-M-106	CTX-M-12	CTX-M-134	CTX-M-27	CTX-M-59	CTX-M-91	CTX-M-75	CTX-M-72	CTX-M-116	CTX-M-111	CTX-M-51	CTX-M-17	CTX-M-136	CTX-M-29	CTX-M-43	CTX-M-148	CTX-M-10	CTX-M-160	CTX-M-83	CTX-M-89	CTX-M-129	CTX-M-37	CTX-M-104	CTX-M-62	CTX-M-15	CTX-M-161	CTX-M-162	CTX-M-163	CTX-M-164	CTX-M-165	CTX-M-166	CTX-M-127	CTX-M-138	CTX-M-140	CTX-M-143	CTX-M-146	CTX-M-150	CTX-M-153	CTX-M-154	CTX-M-167	CTX-M-168	CTX-M-169	CTX-M-170	CTX-M-171	CTX-M-172	CTX-M-173	CTX-M-174	CTX-M-175	CTX-M-176	CTX-M-177	CTX-M-178	CTX-M-179	CTX-M-180	CTX-M-181	CTX-M-182	CTX-M-183	CTX-M-184	CTX-M-185	CTX-M-186	CTX-M-187	CTX-M-188	CTX-M-189	CTX-M-190	CTX-M-191	CTX-M-192	CTX-M-193	CTX-M-194	CTX-M-195	CTX-M-196	CTX-M-197	CTX-M-198	CTX-M-199	CTX-M-200	CTX-M-201	CTX-M-202	CTX-M-203	CTX-M-204	CTX-M-205	CTX-M-206	CTX-M-207	CTX-M-208	CTX-M-209	CTX-M-210	CTX-M-211	CTX-M-212	CTX-M-213	CTX-M-214	CTX-M-215	CTX-M-216	CTX-M-217	CTX-M-218	CTX-M-219	CTX-M-220	CTX-M-221	CTX-M-222	CTX-M-223	CTX-M-224	CTX-M-225	CTX-M-226	CTX-M-227	CTX-M-228	CTX-M-229	CTX-M-230	CTX-M-231	CTX-M-232	CTX-M-233	CTX-M-234	CTX-M-235	CTX-M-236	CTX-M-237	CTX-M-238	CTX-M-239	CTX-M-240	CTX-M-241	CTX-M-242	CTX-M-244	CTX-M-73	CTX-M-97
CTX-M-46	6	5	234	232	4	2	4	4	4	236	205	233	5	245	256	5	233	234	205	5	358	199	5	235	198	233	204	233	7	231	4	233	198	204	5	229	5	68	147	197	5	3	7	198	192	2	233	205	5	236	228	5	3	245	233	5	205	5	233	4	205	234	211	4	232	232	234	205	211	12	118	204	197	6	233	206	233	236	233	0	4	10	243	232	4	231	233	172	196	236	205	207	233	7	199	205	198	236	4	8	200	231	206	233	232	204	234	205	4	232	16	234	234	205	11	235	5	4	205	199	209	232	232	4	8	5	232	234	206	6	228	198	4	198	5	233	4	234	232	5	232	233	234	207	236	233	237	4	233	236	236	146	233	232	4	233	233	205	233	233	5	236	233	231	233	234	233	233	233	233	233	198	233	231	233	233	234	4	5	233	231	5	5	232	4	120	205	4	233	232	232	199	233	234	233	233	231	240	233	6	8	6	233	199	233	8	232	70	236	6	232	231	234	235	233	206	234	231	233	5	148	4	232	233	233	6	5	10	5	233	5	205
CTX-M-67	4	3	233	231	2	2	2	2	2	235	207	232	3	244	255	3	232	233	207	3	359	201	3	234	200	232	206	232	5	230	2	232	200	206	3	228	3	66	146	197	3	3	5	200	192	2	232	207	3	235	227	3	1	244	232	3	207	3	232	2	207	233	213	2	231	231	233	207	213	10	117	206	199	4	232	208	230	235	232	4	0	8	242	231	2	230	232	171	198	235	207	207	232	5	199	207	198	235	2	6	200	230	208	232	231	206	233	205	2	231	14	233	233	207	9	234	3	2	207	201	209	231	231	2	6	3	231	233	208	4	227	200	2	200	3	232	2	233	231	3	231	232	233	208	235	232	236	2	232	235	235	145	232	231	2	232	232	207	232	232	3	235	232	230	232	233	232	232	232	232	232	198	232	230	232	232	233	2	3	232	230	1	3	231	2	119	207	2	232	231	231	199	232	233	232	232	230	239	232	4	6	4	232	199	232	6	229	68	235	2	231	230	233	234	232	208	233	231	232	3	147	2	231	232	232	4	3	8	3	232	3	207
CTX-M-110	10	9	238	236	8	8	8	8	8	240	210	237	9	244	255	9	237	238	210	9	360	202	9	239	201	237	209	237	11	235	8	237	201	209	9	233	9	71	151	198	9	9	11	201	193	8	237	210	9	240	232	9	7	244	237	9	210	9	237	8	210	238	216	8	236	236	238	210	216	15	122	209	200	10	237	211	237	240	237	10	8	0	242	236	8	235	237	176	199	240	210	207	237	11	199	210	199	240	8	12	201	235	211	237	235	209	238	208	8	236	20	238	238	210	9	239	9	8	210	202	209	236	236	8	12	9	236	238	211	10	232	201	8	201	9	236	8	238	236	9	236	237	238	211	240	237	241	8	237	240	240	150	237	236	8	237	237	210	237	237	9	240	237	235	237	238	237	237	237	237	237	198	237	234	237	237	238	8	9	237	235	9	9	236	8	124	210	8	237	236	236	199	237	238	237	237	235	244	237	10	12	10	237	202	237	12	236	73	240	10	236	235	238	239	237	211	238	236	237	9	152	8	236	237	237	10	9	14	9	237	8	210
CTX-M-109	244	241	20	18	242	242	242	242	242	24	243	17	243	5	31	243	17	22	243	241	405	233	243	23	232	28	241	17	243	17	242	17	232	242	242	39	243	180	101	234	241	243	244	232	236	241	17	243	243	24	44	241	241	5	17	243	241	241	17	242	241	24	250	242	18	16	18	243	249	246	130	244	233	242	14	246	17	24	17	243	242	242	0	19	242	17	19	76	234	26	243	240	17	242	235	243	235	22	242	242	231	17	240	17	39	242	16	242	242	18	252	22	18	244	237	25	241	240	243	235	239	18	18	242	244	241	20	21	242	244	38	232	241	234	241	35	242	24	16	241	18	17	18	242	24	17	25	242	17	24	20	102	17	18	242	26	17	243	17	17	240	24	17	21	17	18	17	17	17	17	17	235	17	20	17	17	18	242	241	17	17	241	241	17	242	132	243	242	17	18	18	236	25	18	17	17	17	26	22	241	244	244	16	233	17	244	18	180	24	242	17	17	18	18	17	245	18	17	17	241	104	242	18	17	17	242	241	246	241	17	242	243
CTX-M-80	233	232	7	3	231	231	231	231	231	13	230	4	232	20	36	232	4	11	230	232	399	222	232	12	221	13	228	6	232	4	231	4	221	229	231	22	232	167	88	227	232	232	233	221	223	230	4	230	232	13	27	232	230	20	4	232	230	232	4	231	228	11	237	231	3	3	5	230	236	236	117	231	220	233	5	233	4	11	4	232	231	236	19	0	231	2	4	63	221	11	230	234	4	231	223	230	228	13	231	233	224	4	227	4	25	229	5	229	231	3	241	11	5	232	237	10	232	231	230	222	233	3	7	231	233	231	5	10	231	233	21	221	230	221	232	21	231	11	3	230	3	4	5	229	13	4	14	231	4	13	7	89	4	3	231	13	4	230	4	4	231	13	4	6	4	5	4	4	4	4	4	224	4	6	4	4	5	231	232	4	4	232	232	4	231	119	230	231	4	3	3	224	10	5	4	4	4	11	7	230	233	233	4	222	4	233	3	165	13	233	4	4	5	6	4	232	5	3	4	232	91	231	3	4	4	233	232	235	232	4	232	230
CTX-M-85	4	3	233	231	2	2	2	2	2	235	207	232	3	244	253	3	232	233	207	3	359	201	3	234	200	232	206	232	5	230	2	232	200	206	3	228	3	66	146	197	3	3	5	200	192	2	232	207	3	235	227	3	1	244	232	3	207	3	232	2	207	233	213	2	231	231	233	207	213	10	117	206	199	4	232	208	232	235	232	4	2	8	242	231	0	230	232	171	198	235	207	207	232	5	199	207	198	235	2	6	200	230	208	232	231	206	233	205	2	231	14	233	233	207	9	234	3	2	207	201	209	231	231	2	6	3	231	233	208	4	227	200	2	200	3	232	2	233	231	3	231	232	233	208	235	232	236	2	232	235	235	145	232	231	2	232	232	207	232	232	3	235	232	230	232	233	232	232	232	232	232	198	232	230	232	232	233	2	3	232	230	3	3	231	2	119	207	2	232	231	231	199	232	233	232	232	230	239	232	4	6	4	232	201	232	6	231	68	235	4	231	230	233	234	232	208	233	231	232	3	147	2	231	232	232	4	3	8	3	232	3	207
CTX-M-3	232	231	5	1	230	230	230	230	230	11	229	2	231	18	34	231	2	9	229	231	399	221	231	10	220	11	227	4	231	2	230	2	220	228	230	22	231	166	86	226	231	231	232	220	222	229	2	229	231	11	27	231	229	18	2	231	229	231	2	230	227	9	236	230	1	1	3	229	235	235	115	230	219	232	3	232	2	9	2	231	230	235	17	2	230	0	2	61	220	9	229	233	2	230	222	229	227	11	230	232	223	2	226	2	25	228	3	228	230	1	240	9	3	231	236	8	231	230	229	221	232	1	5	230	232	230	3	8	230	232	21	220	229	220	231	19	230	9	1	229	1	2	3	228	11	2	12	230	2	11	5	87	2	1	230	11	2	229	2	2	230	11	2	4	2	3	2	2	2	2	2	223	2	4	2	2	3	230	231	2	2	231	231	2	230	117	229	230	2	1	1	223	8	3	2	2	2	9	5	229	232	232	2	221	2	232	1	164	11	232	2	2	3	4	2	231	3	2	2	231	89	230	1	2	2	232	231	234	231	2	231	229
CTX-M-52	234	233	7	2	232	232	232	230	232	10	231	4	232	20	36	233	4	11	229	233	399	221	229	10	222	13	229	4	233	4	232	4	222	230	232	24	231	168	88	228	231	233	234	222	224	231	2	231	231	11	29	233	231	20	4	231	231	233	4	232	229	9	238	232	3	3	3	231	237	237	117	232	221	232	5	234	4	11	4	233	232	237	19	4	232	2	0	63	222	9	231	234	4	232	224	231	229	11	232	234	225	4	228	4	25	230	3	230	230	3	242	8	3	233	238	10	233	232	231	221	234	3	5	232	232	232	3	10	232	232	23	220	231	220	233	21	232	9	3	231	3	4	3	230	11	4	12	232	4	11	7	89	4	3	232	13	4	231	4	4	232	11	4	6	4	3	4	4	4	4	4	225	4	6	4	4	3	232	233	4	4	233	233	4	232	119	231	232	4	3	3	225	10	3	4	4	4	11	4	231	234	234	4	223	4	232	3	164	11	234	4	4	3	4	4	233	3	4	4	233	89	232	3	4	4	234	233	234	233	4	233	231
CTX-M-132	173	170	62	62	171	171	171	171	171	72	221	61	172	77	95	172	61	70	221	170	393	216	172	71	215	72	219	63	174	61	171	61	215	220	172	78	172	105	45	213	170	172	174	215	207	170	61	221	172	72	79	170	170	77	61	172	219	170	61	171	219	70	228	171	62	62	62	221	227	176	54	220	216	171	62	224	61	68	61	172	171	176	76	63	171	61	63	0	217	70	221	226	61	173	216	221	214	70	171	173	217	61	218	61	79	220	62	220	171	62	181	70	62	221	177	69	170	169	221	218	226	62	66	171	175	171	64	67	220	173	77	215	170	217	170	78	171	70	60	171	62	61	62	220	72	61	73	171	61	72	64	46	61	62	171	70	61	221	61	61	169	72	61	64	61	62	61	61	61	61	61	217	61	65	61	61	62	171	170	61	61	170	170	60	171	56	221	171	61	62	62	217	69	62	61	61	61	70	66	172	175	173	61	216	61	175	62	105	72	171	61	61	62	63	61	222	62	61	61	170	28	171	62	61	61	171	170	177	170	61	172	221
CTX-M-26	198	199	223	221	198	198	198	198	198	221	202	222	197	235	245	199	222	219	202	199	371	3	199	220	3	217	201	224	198	222	198	222	4	201	198	218	199	196	217	101	199	199	200	2	100	196	222	202	199	221	218	199	197	235	222	199	202	199	221	198	205	219	209	198	221	221	223	202	208	204	211	202	1	200	222	202	222	219	222	196	198	199	234	221	198	220	222	217	0	219	202	219	222	201	35	202	102	221	198	199	26	222	205	222	221	201	223	204	198	221	208	219	223	203	202	218	199	198	201	4	219	221	220	198	199	198	223	223	203	200	217	4	198	2	199	221	198	219	221	196	219	220	223	204	220	222	222	198	222	221	224	218	222	221	198	217	222	202	222	222	198	221	222	220	222	222	222	222	222	222	222	35	222	221	222	222	223	198	199	222	222	199	199	221	198	213	202	198	222	221	221	32	217	223	222	220	220	229	222	200	199	200	222	3	222	199	221	196	221	200	221	220	223	224	222	203	223	220	222	199	218	196	221	222	222	200	199	203	199	222	199	201
CTX-M-60	237	236	14	10	235	235	235	235	235	16	232	11	236	27	43	236	11	16	232	236	398	218	234	15	219	10	232	11	236	11	235	11	219	232	235	25	234	172	94	231	234	236	237	219	227	234	9	232	234	16	30	236	234	27	11	236	232	236	11	235	232	14	239	235	10	10	10	232	240	239	122	235	218	235	12	237	11	2	11	236	235	240	26	11	235	9	9	70	219	0	232	233	11	235	223	232	232	16	235	237	224	11	231	11	26	231	10	233	233	10	245	14	10	236	241	1	236	235	231	218	232	10	12	235	235	235	10	11	233	235	24	217	234	217	236	22	235	8	10	234	10	11	10	231	16	11	17	235	11	16	14	95	11	10	235	8	11	232	11	11	235	16	11	11	11	10	11	11	11	11	11	224	11	13	11	11	10	235	236	11	11	236	236	11	235	124	232	235	11	10	10	224	5	10	11	11	11	18	10	234	237	237	11	220	11	237	10	170	16	237	11	11	10	11	11	234	10	11	11	236	96	235	10	11	11	237	236	237	236	11	236	232
CTX-M-92	207	208	233	230	205	207	207	207	207	234	2	231	206	244	256	208	231	232	2	208	375	205	208	233	204	231	7	232	208	231	207	231	204	2	206	229	208	203	221	212	208	208	209	204	210	205	231	2	208	234	222	208	206	244	229	208	2	208	231	207	9	233	18	207	230	229	232	2	22	208	215	6	203	209	231	15	231	232	231	205	207	210	243	230	207	229	231	221	202	232	0	139	231	208	207	2	213	234	207	209	207	231	10	231	232	1	231	8	207	230	214	230	232	7	211	231	208	207	2	203	140	229	230	207	209	206	230	231	3	209	228	204	207	204	208	228	207	232	230	205	230	231	232	4	234	231	235	207	231	234	234	222	231	230	207	232	231	2	231	231	207	234	231	230	231	232	231	231	231	231	231	207	231	232	231	231	232	207	208	231	231	208	208	230	206	217	2	207	231	230	230	208	232	232	231	231	229	238	232	207	209	209	231	205	231	209	230	203	234	209	230	229	230	233	231	5	232	229	231	208	221	207	230	231	231	209	208	212	208	231	206	2
CTX-M-74	209	208	236	232	205	207	207	206	207	237	139	235	207	241	252	208	235	237	138	208	375	222	207	238	221	234	143	235	210	235	207	235	221	139	207	234	208	207	233	227	208	208	208	221	224	205	235	139	208	239	234	208	206	241	233	207	139	208	235	207	143	238	149	207	234	233	236	139	147	207	230	141	220	209	235	146	235	233	235	207	207	207	240	234	207	233	234	226	219	233	139	0	235	207	218	139	228	239	207	211	222	234	144	235	236	138	235	142	207	234	215	233	236	142	206	232	208	207	139	220	5	234	235	207	211	206	236	234	140	209	233	221	207	221	208	232	207	233	234	205	234	235	236	141	239	235	240	207	235	239	238	234	235	234	207	234	235	139	235	235	207	239	235	233	235	236	235	235	235	235	235	217	235	237	235	235	236	207	208	235	235	208	208	235	206	232	139	207	235	234	234	218	233	236	235	235	233	242	233	206	211	209	235	222	235	210	234	208	239	209	234	233	234	237	235	140	236	233	235	208	230	207	234	235	235	209	208	212	208	235	207	139
CTX-M-103	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	0	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	230	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-13	7	6	233	231	5	5	5	5	5	235	208	232	6	244	255	6	232	233	208	6	358	204	6	234	203	232	207	232	8	230	5	232	203	207	6	228	6	69	148	200	6	6	8	203	195	5	232	208	6	235	227	6	4	244	232	6	208	6	232	5	208	233	214	5	231	231	233	208	214	13	119	207	202	7	232	209	232	235	232	7	5	11	242	231	5	230	232	173	201	235	208	207	232	0	201	208	201	235	5	9	203	230	209	232	231	207	233	206	5	231	17	233	233	208	12	234	6	5	208	204	209	231	231	5	9	6	231	233	209	7	227	203	5	203	6	232	5	233	231	6	231	232	233	209	235	232	236	5	232	235	235	147	232	231	5	232	232	208	232	232	6	235	232	231	232	233	232	232	232	232	232	200	232	230	232	232	233	5	6	232	230	6	6	231	5	121	208	5	232	231	231	202	232	233	232	232	230	239	232	1	9	7	232	204	232	9	231	71	235	7	231	230	233	234	232	209	233	231	232	6	149	5	231	232	232	7	6	11	6	232	6	208
CTX-M-78	199	200	225	223	199	199	199	199	199	223	207	224	198	236	246	200	224	221	207	200	374	36	200	222	36	219	208	226	199	224	199	224	37	206	200	222	200	196	216	104	200	200	201	35	106	197	224	207	200	223	220	200	198	236	224	200	207	200	224	199	208	221	214	199	223	223	225	207	212	205	211	205	34	201	224	209	224	223	224	199	199	199	235	223	199	222	224	216	35	223	207	218	224	201	0	207	105	223	199	200	16	224	206	224	223	206	225	207	199	223	209	221	225	206	202	222	200	199	207	36	218	223	222	199	200	199	225	225	208	201	221	37	199	35	200	221	199	221	223	199	221	222	225	209	222	224	224	199	224	223	226	217	224	223	199	221	224	207	224	224	199	223	224	221	224	225	224	224	224	224	224	4	224	223	224	224	225	199	200	224	224	200	200	223	199	213	207	199	224	223	223	9	221	225	224	224	222	231	224	200	200	201	224	36	224	200	223	196	223	201	223	222	225	226	224	208	225	222	224	200	218	197	223	224	224	201	200	204	200	224	198	206
CTX-M-44	206	208	233	230	205	207	207	207	207	234	2	231	206	244	256	208	231	232	2	208	375	205	208	233	204	231	7	232	208	231	207	231	204	2	206	229	208	203	221	211	208	208	209	204	209	205	231	2	208	234	222	208	206	244	229	208	2	208	231	207	9	233	18	207	230	229	232	2	22	208	215	6	203	209	231	15	231	232	231	205	207	210	243	230	207	229	231	221	202	232	2	139	231	208	207	0	212	234	207	209	207	231	10	231	232	1	231	8	207	230	214	230	232	7	211	231	208	207	2	203	140	229	230	207	209	206	230	231	1	209	228	204	207	204	208	228	207	232	230	205	230	231	232	4	234	231	235	207	231	234	234	222	231	230	207	232	231	2	231	231	207	234	231	230	231	232	231	231	231	231	231	207	231	232	231	231	232	207	208	231	231	208	208	230	206	217	2	207	231	230	230	208	232	232	231	231	229	238	232	207	209	209	231	205	231	209	230	203	234	209	230	229	230	233	231	5	232	229	231	208	221	207	230	231	231	209	208	212	208	231	206	2
CTX-M-63	199	199	230	228	198	198	198	198	198	231	211	229	197	236	254	197	229	229	213	199	369	103	199	230	102	227	212	231	200	229	198	229	104	212	199	224	199	186	222	1	199	199	200	102	22	196	229	213	199	231	226	199	197	236	229	199	213	199	229	198	214	229	218	198	228	228	230	213	216	204	212	211	101	200	229	213	229	232	229	198	198	199	235	228	198	227	229	214	102	232	213	228	229	201	105	212	0	231	198	201	98	229	214	229	227	212	230	213	198	228	208	229	230	212	202	231	199	198	213	103	228	228	228	198	201	198	230	229	213	200	223	104	198	102	199	227	196	230	228	196	226	227	230	215	231	229	232	198	229	231	231	223	229	228	198	230	229	211	229	229	199	231	229	226	229	230	229	229	229	229	229	106	229	228	229	229	230	198	199	229	227	199	199	228	198	214	213	198	229	228	228	105	229	230	229	229	227	236	228	200	201	198	229	103	229	201	228	186	231	200	228	227	230	231	229	214	230	227	229	199	215	196	228	229	229	200	199	203	199	229	199	212
CTX-M-32	237	234	14	12	235	235	235	235	235	2	234	11	236	24	44	236	11	2	234	234	398	218	234	1	219	17	232	9	236	11	235	11	219	233	235	25	234	171	93	230	232	236	237	219	226	234	9	234	234	2	32	234	234	24	11	236	232	234	11	235	232	2	241	235	12	10	10	234	240	240	120	235	220	233	8	237	11	16	11	236	235	240	22	13	235	11	11	70	221	16	234	239	11	235	223	234	231	0	235	235	224	11	231	11	24	233	8	233	233	12	245	7	10	236	241	17	234	233	234	220	238	12	8	235	235	233	12	11	233	235	24	217	234	219	234	20	235	14	10	234	12	11	10	233	2	11	3	235	11	2	14	94	11	12	235	16	11	234	11	11	233	2	11	15	11	10	11	11	11	11	11	223	11	15	11	11	10	235	234	11	11	234	234	11	235	122	234	235	11	12	12	224	17	10	11	11	11	20	14	234	237	237	11	220	11	237	12	171	2	235	11	11	10	11	11	236	10	11	11	234	94	235	12	11	11	235	234	237	234	11	236	234
CTX-M-84	4	3	233	231	2	2	2	2	2	235	207	232	3	244	255	3	232	233	207	3	358	201	3	234	200	232	206	232	5	230	2	232	200	206	3	228	3	66	146	197	3	3	5	200	192	2	232	207	3	235	227	3	1	244	232	3	207	3	232	2	207	233	213	2	231	231	233	207	213	10	117	206	199	4	232	208	232	235	232	4	2	8	242	231	2	230	232	171	198	235	207	207	232	5	199	207	198	235	0	6	200	230	208	232	231	206	233	205	2	231	14	233	233	207	9	234	3	2	207	201	209	231	231	2	6	3	231	233	208	4	227	200	2	200	3	232	2	233	231	3	231	232	233	208	235	232	236	2	232	235	235	145	232	231	2	232	232	207	232	232	3	235	232	230	232	233	232	232	232	232	232	198	232	230	232	232	233	2	3	232	230	3	3	231	2	119	207	2	232	231	231	199	232	233	232	232	230	239	232	4	6	4	232	201	232	6	231	68	235	4	231	230	233	234	232	208	233	231	232	3	147	2	231	232	232	4	3	8	3	232	3	207
CTX-M-16	8	5	233	233	6	6	6	6	6	237	209	232	7	244	257	7	232	235	209	5	359	200	7	236	199	234	208	232	1	230	6	232	199	208	7	230	7	68	146	200	5	7	9	199	195	6	232	209	7	237	229	5	5	244	232	7	207	5	232	6	209	235	215	6	233	233	233	209	215	14	119	208	200	6	232	210	232	235	232	8	6	12	242	233	6	232	234	173	199	237	209	211	232	9	200	209	201	235	6	0	201	230	210	232	231	208	233	207	6	233	18	235	233	209	13	236	5	4	209	202	213	233	233	6	2	7	233	233	208	8	229	199	6	201	5	234	6	235	231	7	233	232	233	210	237	232	238	6	232	237	235	145	232	233	6	232	232	209	232	232	5	237	232	232	232	233	232	232	232	232	232	199	232	232	232	232	233	6	5	232	230	5	5	231	6	121	209	6	232	233	233	200	234	233	232	232	230	241	234	8	2	8	232	200	232	4	233	72	237	6	231	230	233	234	232	210	233	231	232	5	149	6	233	232	232	6	5	12	5	232	7	209
CTX-M-152	200	201	226	224	200	200	200	200	200	224	207	225	199	232	248	201	225	222	207	201	376	27	201	223	27	220	208	227	200	225	200	225	28	206	201	223	201	196	218	97	201	201	202	26	105	198	225	207	201	224	221	201	199	232	225	201	207	201	225	200	208	222	214	200	224	224	226	207	212	206	213	205	25	202	225	209	225	224	225	200	200	201	231	224	200	223	225	217	26	224	207	222	225	203	16	207	98	224	200	201	0	225	207	225	226	206	226	207	200	224	210	222	226	206	204	223	201	200	207	28	222	224	223	200	201	200	226	226	208	202	222	28	200	26	201	224	200	222	224	200	222	223	226	209	223	225	225	200	225	224	227	219	225	224	200	222	225	207	225	225	200	224	225	223	225	225	225	225	225	225	225	17	225	224	225	225	226	200	201	225	225	201	201	224	200	215	207	200	225	224	224	16	222	226	225	223	223	232	225	202	201	202	225	27	225	201	224	196	224	202	224	223	226	227	225	208	226	223	225	201	220	198	224	225	225	202	201	205	201	225	201	206
CTX-M-156	232	229	5	3	230	230	230	230	230	13	231	2	231	18	36	231	2	11	231	229	401	221	231	12	220	13	229	2	231	2	230	2	220	230	230	24	231	166	86	228	229	231	232	220	224	229	2	231	231	13	29	229	229	18	2	231	229	229	2	230	229	11	238	230	3	3	3	231	237	235	115	232	221	230	3	234	2	9	2	231	230	235	17	4	230	2	4	61	222	11	231	234	2	230	224	231	229	11	230	230	225	0	228	2	25	230	3	230	230	3	240	11	3	233	236	10	229	228	231	223	233	3	7	230	232	230	5	8	230	232	23	220	229	222	229	21	230	11	1	229	3	2	3	230	13	2	14	230	2	13	5	87	2	3	230	11	2	231	2	2	228	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	230	229	2	2	229	229	2	230	117	231	230	2	3	3	225	10	3	2	2	2	11	7	229	232	232	2	221	2	232	3	166	13	230	2	2	3	4	2	233	3	2	2	229	89	230	3	2	2	230	229	234	229	2	231	231
CTX-M-95	208	209	229	227	206	208	208	208	208	231	10	228	207	241	252	209	228	229	10	209	375	206	209	230	205	228	9	229	209	228	208	228	205	9	207	226	209	202	220	213	209	209	210	205	211	206	228	10	209	231	219	209	207	241	226	209	10	209	228	208	7	230	24	208	227	226	229	10	26	209	214	10	204	210	228	19	228	231	228	206	208	211	240	227	208	226	228	218	205	231	10	144	228	209	206	10	214	231	208	210	207	228	0	228	229	9	228	10	208	227	215	227	229	11	212	230	209	208	10	204	145	226	227	208	210	207	227	228	11	210	225	205	208	205	209	225	208	229	227	206	227	228	229	12	231	228	232	208	228	231	231	221	228	227	208	229	228	10	228	228	208	231	228	227	228	229	228	228	228	228	228	208	228	229	228	228	229	208	209	228	228	209	209	227	207	216	10	208	228	227	227	209	229	229	228	228	226	235	229	208	210	210	228	206	228	210	227	202	231	210	227	226	227	230	228	13	229	226	228	209	220	208	227	228	228	210	209	213	209	228	207	10
CTX-M-71	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	22	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	0	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	1	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
